"","id","strategies","round","assets"
"653",52,"random",6,1019
"654",53,"coop",6,371
"655",54,"tft",6,873
"656",55,"tft",6,353
"657",56,"tft",6,365
"658",57,"random",6,1155
"659",58,"coop",6,371
"660",59,"random",6,1018
"661",60,"coop",6,526
"662",61,"coop",6,276
"663",62,"tft",6,433
"664",63,"defect",6,1377
"665",64,"random",6,1069
"666",65,"tft",6,457
"667",66,"coop",6,350
"668",67,"tft",6,452
"669",68,"tft",6,401
"670",69,"random",6,1034
"671",70,"tft",6,327
"672",71,"coop",6,338
"673",72,"tft",6,590
"674",73,"random",6,1931
"675",74,"tft",6,418
"676",75,"random",6,1032
"677",76,"random",6,1055
"678",77,"coop",6,287
"679",78,"tft",6,385
"680",79,"random",6,1086
"681",80,"random",6,1052
"682",81,"defect",6,1344
"683",82,"random",6,1136
"684",83,"random",6,1465
"685",84,"random",6,1032
"686",85,"coop",6,340
"687",86,"coop",6,325
"688",87,"random",6,1063
"689",88,"tft",6,466
"690",89,"defect",6,1342
"691",90,"random",6,1098
"692",91,"random",6,966
"693",92,"tft",6,393
"694",93,"tft",6,526
"695",94,"coop",6,313
"696",95,"coop",6,440
"697",96,"tft",6,370
"698",97,"coop",6,280
"699",98,"coop",6,353
"700",99,"coop",6,305
"701",0,"coop",7,365
"702",1,"defect",7,1593
"703",2,"random",7,1107
"704",3,"random",7,1204
"705",4,"tft",7,449
"706",5,"random",7,1246
"707",6,"defect",7,1474
"708",7,"tft",7,394
"709",8,"defect",7,1484
"710",9,"random",7,1222
"711",10,"coop",7,339
"712",11,"tft",7,833
"713",12,"tft",7,404
"714",13,"tft",7,394
"715",14,"defect",7,1536
"716",15,"tft",7,422
"717",16,"tft",7,404
"718",17,"tft",7,459
"719",18,"defect",7,1506
"720",19,"defect",7,1487
"721",20,"coop",7,330
"722",21,"coop",7,333
"723",22,"tft",7,442
"724",23,"tft",7,346
"725",24,"tft",7,433
"726",25,"defect",7,1442
"727",26,"tft",7,555
"728",27,"random",7,1071
"729",28,"defect",7,1504
"730",29,"defect",7,1423
"731",30,"tft",7,343
"732",31,"random",7,1222
"733",32,"random",7,1164
"734",33,"tft",7,441
"735",34,"defect",7,1551
"736",35,"defect",7,1371
"737",36,"random",7,1011
"738",37,"defect",7,1536
"739",38,"tft",7,368
"740",39,"defect",7,1492
"741",40,"tft",7,410
"742",41,"coop",7,328
"743",42,"defect",7,1557
"744",43,"defect",7,1422
"745",44,"random",7,1146
"746",45,"coop",7,325
"747",46,"defect",7,1489
"748",47,"tft",7,353
"749",48,"defect",7,1404
"750",49,"random",7,1120
"751",50,"defect",7,1400
"752",51,"coop",7,315
"753",52,"random",7,1101
"754",53,"coop",7,371
"755",54,"tft",7,875
"756",55,"tft",7,353
"757",56,"tft",7,365
"758",57,"random",7,1233
"759",58,"coop",7,371
"760",59,"random",7,1128
"761",60,"coop",7,526
"762",61,"coop",7,276
"763",62,"tft",7,435
"764",63,"defect",7,1523
"765",64,"random",7,1179
"766",65,"tft",7,463
"767",66,"coop",7,350
"768",67,"tft",7,452
"769",68,"tft",7,403
"770",69,"random",7,1132
"771",70,"tft",7,327
"772",71,"coop",7,342
"773",72,"tft",7,590
"774",73,"random",7,2033
"775",74,"tft",7,426
"776",75,"random",7,1118
"777",76,"random",7,1153
"778",77,"coop",7,287
"779",78,"tft",7,385
"780",79,"random",7,1196
"781",80,"random",7,1130
"782",81,"defect",7,1478
"783",82,"random",7,1230
"784",83,"random",7,1565
"785",84,"random",7,1138
"786",85,"coop",7,348
"787",86,"coop",7,325
"788",87,"random",7,1157
"789",88,"tft",7,466
"790",89,"defect",7,1466
"791",90,"random",7,1196
"792",91,"random",7,1078
"793",92,"tft",7,393
"794",93,"tft",7,526
"795",94,"coop",7,313
"796",95,"coop",7,440
"797",96,"tft",7,372
"798",97,"coop",7,280
"799",98,"coop",7,353
"800",99,"coop",7,305
"801",0,"coop",8,365
"802",1,"defect",8,1727
"803",2,"random",8,1201
"804",3,"random",8,1316
"805",4,"tft",8,449
"806",5,"random",8,1350
"807",6,"defect",8,1602
"808",7,"tft",8,394
"809",8,"defect",8,1614
"810",9,"random",8,1302
"811",10,"coop",8,339
"812",11,"tft",8,839
"813",12,"tft",8,408
"814",13,"tft",8,394
"815",14,"defect",8,1666
"816",15,"tft",8,422
"817",16,"tft",8,404
"818",17,"tft",8,459
"819",18,"defect",8,1652
"820",19,"defect",8,1601
"821",20,"coop",8,330
"822",21,"coop",8,333
"823",22,"tft",8,444
"824",23,"tft",8,346
"825",24,"tft",8,435
"826",25,"defect",8,1578
"827",26,"tft",8,557
"828",27,"random",8,1145
"829",28,"defect",8,1634
"830",29,"defect",8,1561
"831",30,"tft",8,343
"832",31,"random",8,1328
"833",32,"random",8,1256
"834",33,"tft",8,441
"835",34,"defect",8,1675
"836",35,"defect",8,1519
"837",36,"random",8,1099
"838",37,"defect",8,1678
"839",38,"tft",8,368
"840",39,"defect",8,1646
"841",40,"tft",8,410
"842",41,"coop",8,328
"843",42,"defect",8,1699
"844",43,"defect",8,1582
"845",44,"random",8,1232
"846",45,"coop",8,325
"847",46,"defect",8,1627
"848",47,"tft",8,353
"849",48,"defect",8,1534
"850",49,"random",8,1214
"851",50,"defect",8,1522
"852",51,"coop",8,315
"853",52,"random",8,1195
"854",53,"coop",8,371
"855",54,"tft",8,879
"856",55,"tft",8,353
"857",56,"tft",8,365
"858",57,"random",8,1303
"859",58,"coop",8,375
"860",59,"random",8,1254
"861",60,"coop",8,526
"862",61,"coop",8,276
"863",62,"tft",8,439
"864",63,"defect",8,1657
"865",64,"random",8,1277
"866",65,"tft",8,467
"867",66,"coop",8,350
"868",67,"tft",8,452
"869",68,"tft",8,403
"870",69,"random",8,1222
"871",70,"tft",8,327
"872",71,"coop",8,342
"873",72,"tft",8,590
"874",73,"random",8,2121
"875",74,"tft",8,430
"876",75,"random",8,1232
"877",76,"random",8,1245
"878",77,"coop",8,287
"879",78,"tft",8,385
"880",79,"random",8,1304
"881",80,"random",8,1210
"882",81,"defect",8,1606
"883",82,"random",8,1322
"884",83,"random",8,1667
"885",84,"random",8,1218
"886",85,"coop",8,348
"887",86,"coop",8,325
"888",87,"random",8,1251
"889",88,"tft",8,466
"890",89,"defect",8,1600
"891",90,"random",8,1290
"892",91,"random",8,1168
"893",92,"tft",8,393
"894",93,"tft",8,526
"895",94,"coop",8,313
"896",95,"coop",8,440
"897",96,"tft",8,374
"898",97,"coop",8,280
"899",98,"coop",8,353
"900",99,"coop",8,305
"901",0,"coop",9,365
"902",1,"defect",9,1865
"903",2,"random",9,1293
"904",3,"random",9,1386
"905",4,"tft",9,449
"906",5,"random",9,1444
"907",6,"defect",9,1742
"908",7,"tft",9,394
"909",8,"defect",9,1726
"910",9,"random",9,1402
"911",10,"coop",9,339
"912",11,"tft",9,843
"913",12,"tft",9,412
"914",13,"tft",9,394
"915",14,"defect",9,1782
"916",15,"tft",9,422
"917",16,"tft",9,406
"918",17,"tft",9,459
"919",18,"defect",9,1786
"920",19,"defect",9,1751
"921",20,"coop",9,330
"922",21,"coop",9,333
"923",22,"tft",9,444
"924",23,"tft",9,346
"925",24,"tft",9,437
"926",25,"defect",9,1722
"927",26,"tft",9,557
"928",27,"random",9,1221
"929",28,"defect",9,1780
"930",29,"defect",9,1707
"931",30,"tft",9,343
"932",31,"random",9,1448
"933",32,"random",9,1354
"934",33,"tft",9,441
"935",34,"defect",9,1815
"936",35,"defect",9,1639
"937",36,"random",9,1189
"938",37,"defect",9,1812
"939",38,"tft",9,368
"940",39,"defect",9,1780
"941",40,"tft",9,410
"942",41,"coop",9,328
"943",42,"defect",9,1853
"944",43,"defect",9,1718
"945",44,"random",9,1316
"946",45,"coop",9,329
"947",46,"defect",9,1771
"948",47,"tft",9,353
"949",48,"defect",9,1672
"950",49,"random",9,1304
"951",50,"defect",9,1664
"952",51,"coop",9,315
"953",52,"random",9,1281
"954",53,"coop",9,371
"955",54,"tft",9,881
"956",55,"tft",9,353
"957",56,"tft",9,365
"958",57,"random",9,1397
"959",58,"coop",9,375
"960",59,"random",9,1340
"961",60,"coop",9,526
"962",61,"coop",9,276
"963",62,"tft",9,439
"964",63,"defect",9,1787
"965",64,"random",9,1361
"966",65,"tft",9,467
"967",66,"coop",9,350
"968",67,"tft",9,452
"969",68,"tft",9,403
"970",69,"random",9,1314
"971",70,"tft",9,327
"972",71,"coop",9,346
"973",72,"tft",9,590
"974",73,"random",9,2197
"975",74,"tft",9,434
"976",75,"random",9,1314
"977",76,"random",9,1343
"978",77,"coop",9,287
"979",78,"tft",9,385
"980",79,"random",9,1404
"981",80,"random",9,1304
"982",81,"defect",9,1734
"983",82,"random",9,1422
"984",83,"random",9,1767
"985",84,"random",9,1310
"986",85,"coop",9,348
"987",86,"coop",9,325
"988",87,"random",9,1331
"989",88,"tft",9,466
"990",89,"defect",9,1706
"991",90,"random",9,1384
"992",91,"random",9,1246
"993",92,"tft",9,393
"994",93,"tft",9,526
"995",94,"coop",9,313
"996",95,"coop",9,440
"997",96,"tft",9,376
"998",97,"coop",9,280
"999",98,"coop",9,353
"1000",99,"coop",9,305
"1001",0,"coop",10,365
"1002",1,"defect",10,2013
"1003",2,"random",10,1399
"1004",3,"random",10,1492
"1005",4,"tft",10,449
"1006",5,"random",10,1520
"1007",6,"defect",10,1870
"1008",7,"tft",10,394
"1009",8,"defect",10,1860
"1010",9,"random",10,1514
"1011",10,"coop",10,339
"1012",11,"tft",10,843
"1013",12,"tft",10,412
"1014",13,"tft",10,394
"1015",14,"defect",10,1922
"1016",15,"tft",10,422
"1017",16,"tft",10,406
"1018",17,"tft",10,459
"1019",18,"defect",10,1924
"1020",19,"defect",10,1881
"1021",20,"coop",10,330
"1022",21,"coop",10,333
"1023",22,"tft",10,444
"1024",23,"tft",10,346
"1025",24,"tft",10,439
"1026",25,"defect",10,1854
"1027",26,"tft",10,557
"1028",27,"random",10,1291
"1029",28,"defect",10,1910
"1030",29,"defect",10,1837
"1031",30,"tft",10,343
"1032",31,"random",10,1546
"1033",32,"random",10,1454
"1034",33,"tft",10,441
"1035",34,"defect",10,1967
"1036",35,"defect",10,1777
"1037",36,"random",10,1275
"1038",37,"defect",10,1932
"1039",38,"tft",10,368
"1040",39,"defect",10,1930
"1041",40,"tft",10,410
"1042",41,"coop",10,328
"1043",42,"defect",10,1961
"1044",43,"defect",10,1854
"1045",44,"random",10,1412
"1046",45,"coop",10,329
"1047",46,"defect",10,1905
"1048",47,"tft",10,353
"1049",48,"defect",10,1814
"1050",49,"random",10,1416
"1051",50,"defect",10,1788
"1052",51,"coop",10,315
"1053",52,"random",10,1357
"1054",53,"coop",10,371
"1055",54,"tft",10,881
"1056",55,"tft",10,353
"1057",56,"tft",10,365
"1058",57,"random",10,1503
"1059",58,"coop",10,375
"1060",59,"random",10,1436
"1061",60,"coop",10,526
"1062",61,"coop",10,276
"1063",62,"tft",10,439
"1064",63,"defect",10,1913
"1065",64,"random",10,1445
"1066",65,"tft",10,467
"1067",66,"coop",10,350
"1068",67,"tft",10,452
"1069",68,"tft",10,403
