id,strategies,round,assets
0,coop,0,4
1,defect,0,4
2,tft,0,3
3,coop,0,10
4,random,0,8
5,random,0,3
6,defect,0,12
7,coop,0,5
8,tft,0,14
9,defect,0,3
10,coop,0,18
11,random,0,2
12,random,0,6
13,coop,0,8
14,random,0,16
15,coop,0,4
16,coop,0,9
17,coop,0,3
18,coop,0,7
19,coop,0,12
20,random,0,6
21,coop,0,8
22,coop,0,17
23,random,0,6
24,tft,0,2
25,random,0,6
26,coop,0,8
27,tft,0,8
28,coop,0,7
29,random,0,10
30,coop,0,9
31,coop,0,3
32,coop,0,11
33,coop,0,3
34,coop,0,9
35,coop,0,12
36,random,0,10
37,coop,0,13
38,random,0,8
39,tft,0,6
40,random,0,4
41,coop,0,6
42,tft,0,5
43,defect,0,5
44,coop,0,7
45,defect,0,4
46,tft,0,3
47,tft,0,14
48,coop,0,3
49,coop,0,7
50,tft,0,6
51,tft,0,7
52,random,0,9
53,tft,0,13
54,coop,0,19
55,random,0,4
56,random,0,3
57,random,0,4
58,coop,0,13
59,random,0,19
60,defect,0,11
61,defect,0,4
62,tft,0,7
63,coop,0,5
64,random,0,10
65,defect,0,6
66,random,0,9
67,tft,0,6
68,tft,0,9
69,coop,0,21
70,random,0,10
71,tft,0,14
72,coop,0,5
73,tft,0,9
74,random,0,5
75,tft,0,18
76,coop,0,14
77,random,0,12
78,coop,0,6
79,coop,0,5
80,random,0,17
81,coop,0,5
82,random,0,8
83,tft,0,13
84,coop,0,6
85,random,0,13
86,coop,0,7
87,coop,0,9
88,coop,0,13
89,defect,0,9
90,tft,0,7
91,coop,0,3
92,defect,0,20
93,random,0,13
94,random,0,6
95,random,0,7
96,coop,0,10
97,tft,0,19
98,coop,0,10
99,random,0,12
0,coop,1,320
1,defect,1,526
2,tft,1,307
3,coop,1,310
4,random,1,430
5,random,1,389
6,defect,1,526
7,coop,1,293
8,tft,1,302
9,defect,1,517
10,coop,1,302
11,random,1,416
12,random,1,408
13,coop,1,304
