id,strategies,round,assets
70,random,6,932
71,tft,6,357
72,tft,6,356
73,random,6,1014
74,tft,6,379
75,tft,6,426
76,coop,6,385
77,tft,6,407
78,tft,6,406
79,random,6,993
80,random,6,921
81,tft,6,377
82,tft,6,417
83,random,6,953
84,defect,6,1269
85,coop,6,356
86,tft,6,386
87,tft,6,401
88,coop,6,350
89,coop,6,327
90,tft,6,437
91,tft,6,397
92,tft,6,403
93,coop,6,341
94,defect,6,1198
95,tft,6,382
96,random,6,1001
97,defect,6,1316
98,tft,6,416
99,random,6,980
0,coop,7,328
1,defect,7,1361
2,tft,7,390
3,random,7,1031
4,tft,7,398
5,defect,7,1322
6,coop,7,354
7,coop,7,379
8,random,7,1031
9,tft,7,415
10,tft,7,378
11,tft,7,418
12,tft,7,415
13,tft,7,412
14,random,7,1025
15,tft,7,382
16,defect,7,1434
17,tft,7,410
18,random,7,1055
19,defect,7,1380
20,tft,7,376
21,defect,7,1290
22,random,7,1045
23,defect,7,1348
24,random,7,991
25,tft,7,425
26,tft,7,364
27,tft,7,391
28,tft,7,358
29,tft,7,375
30,defect,7,1384
31,random,7,1072
32,random,7,1022
33,tft,7,398
34,tft,7,344
35,coop,7,346
36,tft,7,410
37,tft,7,397
38,tft,7,391
39,tft,7,370
40,tft,7,396
41,coop,7,356
42,coop,7,369
43,tft,7,427
44,tft,7,394
45,coop,7,329
46,tft,7,387
47,tft,7,387
48,tft,7,391
49,tft,7,415
50,tft,7,369
51,random,7,1089
52,random,7,1020
53,tft,7,420
54,tft,7,396
55,random,7,1103
56,tft,7,362
57,tft,7,425
58,coop,7,354
59,defect,7,1336
60,random,7,1028
61,tft,7,417
62,random,7,1128
63,random,7,1009
64,defect,7,1296
65,tft,7,387
66,defect,7,1304
67,random,7,1058
68,tft,7,430
69,tft,7,404
70,random,7,1004
71,tft,7,357
72,tft,7,362
73,random,7,1088
74,tft,7,379
75,tft,7,430
76,coop,7,385
77,tft,7,407
78,tft,7,406
79,random,7,1065
80,random,7,993
81,tft,7,377
82,tft,7,417
83,random,7,1037
84,defect,7,1381
85,coop,7,356
86,tft,7,386
87,tft,7,401
88,coop,7,350
89,coop,7,327
90,tft,7,437
91,tft,7,403
92,tft,7,405
93,coop,7,341
94,defect,7,1296
95,tft,7,382
96,random,7,1085
97,defect,7,1434
98,tft,7,424
99,random,7,1062
0,coop,8,328
1,defect,8,1481
2,tft,8,390
3,random,8,1097
4,tft,8,398
5,defect,8,1422
6,coop,8,354
7,coop,8,379
8,random,8,1095
9,tft,8,415
10,tft,8,378
11,tft,8,420
12,tft,8,415
13,tft,8,416
14,random,8,1087
15,tft,8,384
16,defect,8,1536
17,tft,8,410
18,random,8,1115
19,defect,8,1488
20,tft,8,376
21,defect,8,1384
22,random,8,1125
23,defect,8,1462
24,random,8,1059
25,tft,8,425
26,tft,8,364
27,tft,8,391
28,tft,8,358
29,tft,8,375
30,defect,8,1508
31,random,8,1154
32,random,8,1094
33,tft,8,398
34,tft,8,344
35,coop,8,346
36,tft,8,412
37,tft,8,403
38,tft,8,391
39,tft,8,370
40,tft,8,396
41,coop,8,356
42,coop,8,369
43,tft,8,429
44,tft,8,394
45,coop,8,329
46,tft,8,387
47,tft,8,387
48,tft,8,395
49,tft,8,417
50,tft,8,369
51,random,8,1173
52,random,8,1082
53,tft,8,420
54,tft,8,398
55,random,8,1161
56,tft,8,362
57,tft,8,425
58,coop,8,358
59,defect,8,1430
60,random,8,1102
61,tft,8,425
62,random,8,1202
63,random,8,1069
64,defect,8,1386
65,tft,8,387
66,defect,8,1410
67,random,8,1150
68,tft,8,430
69,tft,8,404
70,random,8,1084
71,tft,8,357
72,tft,8,362
73,random,8,1164
74,tft,8,379
75,tft,8,430
76,coop,8,385
77,tft,8,407
78,tft,8,406
79,random,8,1141
80,random,8,1063
81,tft,8,377
82,tft,8,417
83,random,8,1121
84,defect,8,1487
85,coop,8,356
86,tft,8,386
87,tft,8,401
88,coop,8,350
89,coop,8,327
90,tft,8,437
91,tft,8,405
92,tft,8,407
93,coop,8,341
94,defect,8,1422
95,tft,8,382
96,random,8,1167
97,defect,8,1560
98,tft,8,424
99,random,8,1128
0,coop,9,328
1,defect,9,1579
2,tft,9,390
3,random,9,1165
4,tft,9,398
5,defect,9,1510
6,coop,9,354
7,coop,9,379
8,random,9,1175
9,tft,9,415
10,tft,9,378
11,tft,9,420
12,tft,9,415
13,tft,9,416
14,random,9,1141
15,tft,9,384
16,defect,9,1652
17,tft,9,410
18,random,9,1181
19,defect,9,1608
20,tft,9,376
21,defect,9,1482
22,random,9,1189
23,defect,9,1580
24,random,9,1131
25,tft,9,425
26,tft,9,364
27,tft,9,391
28,tft,9,358
29,tft,9,375
30,defect,9,1624
31,random,9,1234
32,random,9,1166
33,tft,9,398
34,tft,9,344
35,coop,9,346
36,tft,9,412
37,tft,9,403
38,tft,9,391
39,tft,9,370
40,tft,9,396
41,coop,9,356
42,coop,9,369
43,tft,9,429
44,tft,9,394
45,coop,9,329
46,tft,9,387
47,tft,9,387
48,tft,9,395
49,tft,9,417
50,tft,9,369
51,random,9,1241
52,random,9,1136
53,tft,9,420
54,tft,9,400
55,random,9,1225
56,tft,9,362
57,tft,9,425
58,coop,9,358
59,defect,9,1528
60,random,9,1164
61,tft,9,431
62,random,9,1274
63,random,9,1125
64,defect,9,1486
65,tft,9,387
66,defect,9,1510
67,random,9,1206
68,tft,9,430
69,tft,9,404
70,random,9,1166
71,tft,9,357
72,tft,9,362
73,random,9,1236
74,tft,9,379
75,tft,9,430
76,coop,9,385
77,tft,9,407
78,tft,9,406
79,random,9,1239
80,random,9,1131
81,tft,9,377
82,tft,9,417
83,random,9,1189
84,defect,9,1603
85,coop,9,356
86,tft,9,386
87,tft,9,401
88,coop,9,350
89,coop,9,327
90,tft,9,437
91,tft,9,411
92,tft,9,407
93,coop,9,341
94,defect,9,1532
95,tft,9,382
96,random,9,1221
97,defect,9,1650
98,tft,9,424
99,random,9,1216
0,coop,10,328
1,defect,10,1685
2,tft,10,390
3,random,10,1245
4,tft,10,398
5,defect,10,1596
6,coop,10,354
7,coop,10,379
8,random,10,1229
9,tft,10,415
10,tft,10,378
11,tft,10,420
12,tft,10,415
13,tft,10,416
14,random,10,1211
15,tft,10,384
16,defect,10,1766
17,tft,10,410
18,random,10,1241
19,defect,10,1704
20,tft,10,376
21,defect,10,1566
22,random,10,1247
23,defect,10,1678
24,random,10,1209
25,tft,10,425
26,tft,10,364
27,tft,10,391
28,tft,10,358
29,tft,10,375
30,defect,10,1726
31,random,10,1308
32,random,10,1234
33,tft,10,398
34,tft,10,344
35,coop,10,346
36,tft,10,412
37,tft,10,403
38,tft,10,391
39,tft,10,370
40,tft,10,396
41,coop,10,356
42,coop,10,369
43,tft,10,429
44,tft,10,394
45,coop,10,329
46,tft,10,387
47,tft,10,387
48,tft,10,395
49,tft,10,417
50,tft,10,369
51,random,10,1325
52,random,10,1178
53,tft,10,420
54,tft,10,400
55,random,10,1287
56,tft,10,362
57,tft,10,425
58,coop,10,358
59,defect,10,1630
60,random,10,1230
61,tft,10,431
62,random,10,1342
63,random,10,1171
64,defect,10,1576
65,tft,10,387
66,defect,10,1598
67,random,10,1282
68,tft,10,430
69,tft,10,404
70,random,10,1228
71,tft,10,357
72,tft,10,362
73,random,10,1302
74,tft,10,379
75,tft,10,430
76,coop,10,385
77,tft,10,407
78,tft,10,406
79,random,10,1327
80,random,10,1207
81,tft,10,377
82,tft,10,417
83,random,10,1271
84,defect,10,1711
85,coop,10,356
86,tft,10,386
87,tft,10,401
88,coop,10,350
89,coop,10,327
90,tft,10,437
91,tft,10,411
92,tft,10,407
93,coop,10,341
94,defect,10,1640
95,tft,10,382
96,random,10,1295
97,defect,10,1784
98,tft,10,424
99,random,10,1296
0,coop,11,328
1,defect,11,1783
2,tft,11,390
3,random,11,1303
4,tft,11,398
5,defect,11,1708
6,coop,11,354
7,coop,11,379
8,random,11,1301
9,tft,11,415
10,tft,11,378
11,tft,11,420
12,tft,11,415
13,tft,11,416
14,random,11,1287
15,tft,11,384
16,defect,11,1860
17,tft,11,410
18,random,11,1307
19,defect,11,1824
20,tft,11,376
21,defect,11,1654
22,random,11,1299
23,defect,11,1772
24,random,11,1281
25,tft,11,425
26,tft,11,364
27,tft,11,391
28,tft,11,358
29,tft,11,375
30,defect,11,1816
31,random,11,1384
32,random,11,1288
33,tft,11,398
34,tft,11,344
35,coop,11,346
36,tft,11,412
37,tft,11,403
38,tft,11,391
39,tft,11,370
40,tft,11,396
41,coop,11,356
42,coop,11,369
43,tft,11,429
44,tft,11,394
45,coop,11,329
46,tft,11,387
47,tft,11,387
48,tft,11,395
49,tft,11,417
50,tft,11,369
51,random,11,1387
52,random,11,1252
53,tft,11,420
54,tft,11,400
55,random,11,1351
56,tft,11,362
57,tft,11,425
58,coop,11,358
59,defect,11,1726
60,random,11,1292
61,tft,11,431
62,random,11,1406
63,random,11,1241
64,defect,11,1670
65,tft,11,387
66,defect,11,1700
67,random,11,1368
68,tft,11,430
69,tft,11,404
70,random,11,1292
71,tft,11,357
72,tft,11,362
73,random,11,1378
74,tft,11,379
75,tft,11,430
76,coop,11,385
77,tft,11,407
78,tft,11,406
79,random,11,1395
80,random,11,1271
81,tft,11,377
82,tft,11,417
83,random,11,1333
84,defect,11,1807
85,coop,11,356
86,tft,11,386
87,tft,11,401
88,coop,11,350
89,coop,11,327
90,tft,11,437
91,tft,11,411
92,tft,11,407
93,coop,11,341
94,defect,11,1744
95,tft,11,382
96,random,11,1365
97,defect,11,1882
98,tft,11,424
99,random,11,1350
0,coop,12,328
1,defect,12,1869
2,tft,12,390
3,random,12,1365
4,tft,12,398
5,defect,12,1814
6,coop,12,354
7,coop,12,379
8,random,12,1371
9,tft,12,415
10,tft,12,378
11,tft,12,420
12,tft,12,415
13,tft,12,416
14,random,12,1357
15,tft,12,384
16,defect,12,1982
17,tft,12,410
18,random,12,1383
19,defect,12,1944
20,tft,12,376
21,defect,12,1734
22,random,12,1351
23,defect,12,1878
24,random,12,1365
25,tft,12,425
26,tft,12,364
27,tft,12,391
28,tft,12,358
29,tft,12,375
30,defect,12,1916
31,random,12,1456
32,random,12,1340
33,tft,12,398
34,tft,12,344
35,coop,12,346
36,tft,12,412
37,tft,12,403
38,tft,12,391
39,tft,12,370
40,tft,12,396
41,coop,12,356
42,coop,12,369
43,tft,12,429
44,tft,12,394
45,coop,12,329
46,tft,12,387
47,tft,12,387
48,tft,12,395
49,tft,12,417
50,tft,12,369
51,random,12,1439
52,random,12,1300
53,tft,12,420
54,tft,12,400
55,random,12,1423
56,tft,12,362
57,tft,12,425
58,coop,12,358
59,defect,12,1810
60,random,12,1368
61,tft,12,431
62,random,12,1470
63,random,12,1315
64,defect,12,1766
65,tft,12,387
66,defect,12,1798
67,random,12,1430
68,tft,12,430
69,tft,12,404
70,random,12,1378
71,tft,12,357
72,tft,12,362
73,random,12,1434
74,tft,12,379
75,tft,12,430
76,coop,12,385
77,tft,12,407
78,tft,12,406
79,random,12,1463
80,random,12,1347
81,tft,12,377
82,tft,12,417
83,random,12,1419
84,defect,12,1905
85,coop,12,356
86,tft,12,386
87,tft,12,401
88,coop,12,350
89,coop,12,327
90,tft,12,437
91,tft,12,411
92,tft,12,407
93,coop,12,341
94,defect,12,1834
95,tft,12,382
96,random,12,1429
97,defect,12,1988
98,tft,12,424
99,random,12,1428
0,coop,13,328
1,defect,13,1967
2,tft,13,390
3,random,13,1425
4,tft,13,398
5,defect,13,1912
6,coop,13,354
7,coop,13,379
8,random,13,1435
9,tft,13,415
10,tft,13,378
11,tft,13,420
12,tft,13,415
13,tft,13,416
14,random,13,1405
15,tft,13,384
16,defect,13,2082
17,tft,13,410
18,random,13,1469
19,defect,13,2044
20,tft,13,376
21,defect,13,1800
22,random,13,1413
23,defect,13,1988
24,random,13,1425
25,tft,13,425
26,tft,13,364
27,tft,13,391
28,tft,13,358
29,tft,13,375
30,defect,13,2004
31,random,13,1530
32,random,13,1398
33,tft,13,398
34,tft,13,344
35,coop,13,346
36,tft,13,412
37,tft,13,403
38,tft,13,391
39,tft,13,370
40,tft,13,396
41,coop,13,356
42,coop,13,369
43,tft,13,429
44,tft,13,394
45,coop,13,329
46,tft,13,387
47,tft,13,387
48,tft,13,395
49,tft,13,417
50,tft,13,369
51,random,13,1525
52,random,13,1362
53,tft,13,420
54,tft,13,400
55,random,13,1495
56,tft,13,362
57,tft,13,425
58,coop,13,358
59,defect,13,1906
60,random,13,1432
61,tft,13,431
62,random,13,1536
63,random,13,1367
64,defect,13,1878
65,tft,13,387
66,defect,13,1892
67,random,13,1508
68,tft,13,430
69,tft,13,404
70,random,13,1460
71,tft,13,357
72,tft,13,362
73,random,13,1486
74,tft,13,379
75,tft,13,430
76,coop,13,385
77,tft,13,407
78,tft,13,406
79,random,13,1527
80,random,13,1399
81,tft,13,377
82,tft,13,417
83,random,13,1497
84,defect,13,1995
85,coop,13,356
86,tft,13,386
87,tft,13,401
88,coop,13,350
89,coop,13,327
90,tft,13,437
91,tft,13,411
92,tft,13,407
93,coop,13,341
94,defect,13,1936
95,tft,13,382
96,random,13,1499
97,defect,13,2088
98,tft,13,424
99,random,13,1518
0,coop,14,328
1,defect,14,2063
2,tft,14,390
3,random,14,1503
4,tft,14,398
5,defect,14,1994
6,coop,14,354
7,coop,14,379
8,random,14,1509
9,tft,14,415
10,tft,14,378
11,tft,14,420
12,tft,14,415
13,tft,14,416
14,random,14,1463
15,tft,14,384
16,defect,14,2182
17,tft,14,410
18,random,14,1531
19,defect,14,2148
20,tft,14,376
21,defect,14,1886
22,random,14,1455
23,defect,14,2102
24,random,14,1485
25,tft,14,425
26,tft,14,364
27,tft,14,391
28,tft,14,358
29,tft,14,375
30,defect,14,2088
31,random,14,1590
32,random,14,1456
33,tft,14,398
34,tft,14,344
35,coop,14,346
36,tft,14,412
37,tft,14,403
38,tft,14,391
39,tft,14,370
40,tft,14,396
41,coop,14,356
42,coop,14,369
43,tft,14,429
44,tft,14,394
45,coop,14,329
46,tft,14,387
47,tft,14,387
48,tft,14,395
49,tft,14,417
50,tft,14,369
51,random,14,1587
52,random,14,1422
53,tft,14,420
54,tft,14,400
55,random,14,1563
56,tft,14,362
57,tft,14,425
58,coop,14,358
59,defect,14,2018
60,random,14,1512
61,tft,14,431
62,random,14,1612
63,random,14,1427
64,defect,14,1978
65,tft,14,387
66,defect,14,1984
67,random,14,1578
68,tft,14,430
69,tft,14,404
70,random,14,1534
71,tft,14,357
72,tft,14,362
73,random,14,1550
74,tft,14,379
75,tft,14,430
76,coop,14,385
77,tft,14,407
78,tft,14,406
79,random,14,1585
80,random,14,1479
81,tft,14,377
82,tft,14,417
83,random,14,1571
84,defect,14,2089
85,coop,14,356
86,tft,14,386
87,tft,14,401
88,coop,14,350
89,coop,14,327
90,tft,14,437
91,tft,14,411
92,tft,14,407
93,coop,14,341
94,defect,14,2028
95,tft,14,382
96,random,14,1573
97,defect,14,2176
98,tft,14,424
99,random,14,1582
0,coop,15,328
1,defect,15,2179
2,tft,15,390
3,random,15,1567
4,tft,15,398
5,defect,15,2096
6,coop,15,354
7,coop,15,379
8,random,15,1551
9,tft,15,415
10,tft,15,378
11,tft,15,420
12,tft,15,415
13,tft,15,416
14,random,15,1529
15,tft,15,384
16,defect,15,2314
17,tft,15,410
18,random,15,1589
19,defect,15,2252
20,tft,15,376
21,defect,15,1980
22,random,15,1521
23,defect,15,2208
24,random,15,1555
25,tft,15,425
26,tft,15,364
27,tft,15,391
28,tft,15,358
29,tft,15,375
30,defect,15,2184
31,random,15,1660
32,random,15,1502
33,tft,15,398
34,tft,15,344
35,coop,15,346
36,tft,15,412
37,tft,15,403
38,tft,15,391
39,tft,15,370
40,tft,15,396
41,coop,15,356
42,coop,15,369
43,tft,15,429
44,tft,15,394
45,coop,15,329
46,tft,15,387
47,tft,15,387
48,tft,15,395
49,tft,15,417
50,tft,15,369
51,random,15,1657
