id,strategies,round,assets
19,random,2,611
20,coop,2,326
21,tft,2,370
22,coop,2,344
23,random,2,727
24,tft,2,366
25,tft,2,374
26,tft,2,354
27,coop,2,355
28,tft,2,376
29,tft,2,386
30,random,2,662
31,tft,2,335
32,coop,2,354
33,coop,2,308
34,tft,2,342
35,tft,2,355
36,random,2,638
37,tft,2,364
38,defect,2,766
39,coop,2,343
40,coop,2,344
41,random,2,578
42,random,2,648
43,random,2,610
44,coop,2,370
45,random,2,643
46,coop,2,341
47,random,2,624
48,tft,2,357
49,random,2,614
50,tft,2,404
51,defect,2,812
52,defect,2,735
53,random,2,738
54,tft,2,361
55,tft,2,406
56,coop,2,353
57,defect,2,769
58,coop,2,329
59,coop,2,329
60,random,2,612
61,tft,2,354
62,random,2,633
63,coop,2,365
64,tft,2,410
65,random,2,576
66,random,2,760
67,defect,2,769
68,coop,2,336
69,tft,2,363
70,random,2,656
71,random,2,590
72,random,2,669
73,tft,2,364
74,coop,2,338
75,tft,2,370
76,tft,2,360
77,random,2,615
78,coop,2,361
79,random,2,574
80,tft,2,361
81,tft,2,362
82,coop,2,516
83,random,2,598
84,tft,2,369
85,tft,2,414
86,random,2,637
87,tft,2,678
88,random,2,604
89,coop,2,355
90,tft,2,375
91,defect,2,805
92,tft,2,369
93,random,2,617
94,tft,2,348
95,coop,2,289
96,coop,2,377
97,coop,2,345
98,coop,2,336
99,tft,2,361
0,random,3,804
1,coop,3,333
2,coop,3,357
3,coop,3,318
4,random,3,793
5,coop,3,345
6,coop,3,368
7,coop,3,369
8,tft,3,394
9,defect,3,980
10,defect,3,1025
11,tft,3,378
12,random,3,772
13,random,3,797
14,tft,3,417
15,random,3,856
16,random,3,785
17,tft,3,414
18,tft,3,376
19,random,3,743
20,coop,3,346
21,tft,3,398
22,coop,3,364
23,random,3,873
24,tft,3,380
25,tft,3,398
26,tft,3,390
27,coop,3,371
28,tft,3,380
29,tft,3,398
30,random,3,836
31,tft,3,371
32,coop,3,358
33,coop,3,324
34,tft,3,366
35,tft,3,387
36,random,3,790
37,tft,3,392
38,defect,3,972
39,coop,3,351
40,coop,3,368
41,random,3,712
42,random,3,784
43,random,3,740
44,coop,3,378
45,random,3,797
46,coop,3,349
47,random,3,756
48,tft,3,409
49,random,3,754
50,tft,3,426
51,defect,3,1012
52,defect,3,951
53,random,3,880
54,tft,3,387
55,tft,3,434
56,coop,3,361
57,defect,3,943
58,coop,3,349
59,coop,3,345
60,random,3,776
61,tft,3,372
62,random,3,811
63,coop,3,365
64,tft,3,432
65,random,3,726
66,random,3,910
67,defect,3,959
68,coop,3,348
69,tft,3,391
70,random,3,774
71,random,3,722
72,random,3,827
73,tft,3,388
74,coop,3,342
75,tft,3,390
76,tft,3,400
77,random,3,771
78,coop,3,397
79,random,3,730
80,tft,3,377
81,tft,3,398
82,coop,3,536
83,random,3,738
84,tft,3,391
85,tft,3,450
86,random,3,781
87,tft,3,696
88,random,3,732
89,coop,3,367
90,tft,3,383
91,defect,3,1019
92,tft,3,401
93,random,3,765
94,tft,3,374
95,coop,3,301
96,coop,3,393
97,coop,3,369
98,coop,3,356
99,tft,3,403
0,random,4,918
1,coop,4,341
2,coop,4,361
3,coop,4,322
4,random,4,917
5,coop,4,357
6,coop,4,372
7,coop,4,377
8,tft,4,404
9,defect,4,1132
10,defect,4,1213
11,tft,4,384
12,random,4,878
13,random,4,899
14,tft,4,439
15,random,4,1014
16,random,4,917
17,tft,4,444
18,tft,4,388
19,random,4,849
20,coop,4,354
21,tft,4,412
22,coop,4,364
23,random,4,1001
24,tft,4,396
25,tft,4,404
26,tft,4,404
27,coop,4,371
28,tft,4,388
29,tft,4,402
30,random,4,962
31,tft,4,381
32,coop,4,362
33,coop,4,328
34,tft,4,376
35,tft,4,393
36,random,4,888
37,tft,4,406
38,defect,4,1142
39,coop,4,351
40,coop,4,380
41,random,4,830
42,random,4,910
43,random,4,850
44,coop,4,386
45,random,4,899
46,coop,4,353
47,random,4,888
48,tft,4,433
49,random,4,848
50,tft,4,444
51,defect,4,1158
52,defect,4,1097
53,random,4,1008
54,tft,4,405
55,tft,4,446
56,coop,4,365
57,defect,4,1105
58,coop,4,361
59,coop,4,353
60,random,4,896
61,tft,4,382
62,random,4,975
63,coop,4,373
64,tft,4,448
65,random,4,864
66,random,4,1030
67,defect,4,1103
68,coop,4,348
69,tft,4,401
70,random,4,860
71,random,4,838
72,random,4,971
73,tft,4,406
74,coop,4,350
75,tft,4,406
76,tft,4,430
77,random,4,933
78,coop,4,405
79,random,4,862
80,tft,4,385
81,tft,4,418
82,coop,4,544
83,random,4,854
84,tft,4,411
85,tft,4,468
86,random,4,873
87,tft,4,708
88,random,4,856
89,coop,4,383
90,tft,4,389
91,defect,4,1197
92,tft,4,423
93,random,4,881
94,tft,4,380
95,coop,4,313
96,coop,4,397
97,coop,4,369
98,coop,4,360
99,tft,4,413
0,random,5,1040
1,coop,5,349
2,coop,5,369
3,coop,5,326
4,random,5,1009
5,coop,5,357
6,coop,5,372
7,coop,5,377
8,tft,5,404
9,defect,5,1270
10,defect,5,1387
11,tft,5,384
12,random,5,980
13,random,5,997
14,tft,5,447
15,random,5,1116
16,random,5,1025
17,tft,5,450
18,tft,5,392
19,random,5,935
20,coop,5,362
21,tft,5,422
22,coop,5,364
23,random,5,1091
24,tft,5,404
25,tft,5,404
26,tft,5,408
27,coop,5,375
28,tft,5,390
29,tft,5,408
30,random,5,1044
31,tft,5,387
32,coop,5,366
33,coop,5,328
34,tft,5,376
35,tft,5,395
36,random,5,988
37,tft,5,412
38,defect,5,1300
39,coop,5,351
40,coop,5,384
41,random,5,944
42,random,5,1018
43,random,5,962
44,coop,5,398
45,random,5,993
46,coop,5,357
47,random,5,988
48,tft,5,441
49,random,5,950
50,tft,5,452
51,defect,5,1308
52,defect,5,1225
53,random,5,1116
54,tft,5,413
55,tft,5,460
56,coop,5,369
57,defect,5,1229
58,coop,5,365
59,coop,5,361
60,random,5,1006
61,tft,5,394
62,random,5,1099
63,coop,5,377
64,tft,5,454
65,random,5,964
66,random,5,1152
67,defect,5,1233
68,coop,5,348
69,tft,5,401
70,random,5,980
71,random,5,934
72,random,5,1071
73,tft,5,408
74,coop,5,358
75,tft,5,414
76,tft,5,444
77,random,5,1043
78,coop,5,409
79,random,5,964
80,tft,5,385
81,tft,5,436
82,coop,5,544
83,random,5,944
84,tft,5,419
85,tft,5,480
86,random,5,969
87,tft,5,714
88,random,5,944
89,coop,5,387
90,tft,5,391
91,defect,5,1331
92,tft,5,439
93,random,5,1007
94,tft,5,388
95,coop,5,321
96,coop,5,405
97,coop,5,369
98,coop,5,364
99,tft,5,417
0,random,6,1122
1,coop,6,353
2,coop,6,369
3,coop,6,330
4,random,6,1109
5,coop,6,361
6,coop,6,372
7,coop,6,377
8,tft,6,404
9,defect,6,1388
10,defect,6,1535
11,tft,6,384
12,random,6,1090
13,random,6,1103
14,tft,6,451
15,random,6,1216
16,random,6,1139
17,tft,6,456
18,tft,6,392
19,random,6,1037
20,coop,6,366
21,tft,6,422
22,coop,6,364
23,random,6,1189
24,tft,6,410
25,tft,6,404
26,tft,6,410
27,coop,6,379
28,tft,6,390
29,tft,6,410
30,random,6,1130
31,tft,6,393
32,coop,6,366
33,coop,6,328
34,tft,6,376
35,tft,6,395
36,random,6,1076
37,tft,6,412
38,defect,6,1426
39,coop,6,351
40,coop,6,384
41,random,6,1054
42,random,6,1110
43,random,6,1066
44,coop,6,410
45,random,6,1101
46,coop,6,357
47,random,6,1066
48,tft,6,451
49,random,6,1066
50,tft,6,452
51,defect,6,1444
52,defect,6,1357
53,random,6,1202
54,tft,6,417
55,tft,6,468
56,coop,6,369
57,defect,6,1351
58,coop,6,365
59,coop,6,361
60,random,6,1112
61,tft,6,404
62,random,6,1207
63,coop,6,377
64,tft,6,456
65,random,6,1072
66,random,6,1240
67,defect,6,1361
68,coop,6,348
69,tft,6,401
70,random,6,1056
71,random,6,1016
72,random,6,1153
73,tft,6,410
74,coop,6,358
75,tft,6,416
76,tft,6,456
77,random,6,1123
78,coop,6,409
79,random,6,1060
80,tft,6,385
81,tft,6,446
82,coop,6,548
83,random,6,1038
84,tft,6,423
85,tft,6,484
86,random,6,1087
87,tft,6,716
88,random,6,1064
89,coop,6,387
90,tft,6,391
91,defect,6,1485
92,tft,6,441
93,random,6,1117
94,tft,6,396
95,coop,6,321
96,coop,6,405
97,coop,6,373
98,coop,6,364
99,tft,6,419
0,random,7,1212
1,coop,7,353
2,coop,7,373
3,coop,7,330
4,random,7,1223
5,coop,7,361
6,coop,7,372
7,coop,7,377
8,tft,7,404
9,defect,7,1518
10,defect,7,1683
11,tft,7,384
12,random,7,1208
13,random,7,1195
14,tft,7,451
15,random,7,1308
16,random,7,1217
17,tft,7,460
18,tft,7,392
19,random,7,1143
20,coop,7,366
21,tft,7,422
22,coop,7,364
23,random,7,1301
24,tft,7,410
25,tft,7,404
26,tft,7,412
27,coop,7,379
28,tft,7,390
29,tft,7,414
30,random,7,1224
31,tft,7,393
32,coop,7,366
33,coop,7,328
34,tft,7,376
35,tft,7,395
36,random,7,1162
37,tft,7,412
38,defect,7,1556
39,coop,7,351
40,coop,7,384
41,random,7,1150
42,random,7,1198
43,random,7,1172
44,coop,7,410
45,random,7,1213
46,coop,7,357
47,random,7,1140
48,tft,7,459
49,random,7,1166
50,tft,7,452
51,defect,7,1574
52,defect,7,1479
53,random,7,1290
54,tft,7,417
55,tft,7,468
56,coop,7,369
57,defect,7,1475
58,coop,7,365
59,coop,7,361
60,random,7,1218
61,tft,7,408
62,random,7,1309
63,coop,7,377
64,tft,7,456
65,random,7,1170
66,random,7,1304
67,defect,7,1485
68,coop,7,348
69,tft,7,401
70,random,7,1134
71,random,7,1118
72,random,7,1235
73,tft,7,412
74,coop,7,358
75,tft,7,420
76,tft,7,460
77,random,7,1223
78,coop,7,409
79,random,7,1150
80,tft,7,385
81,tft,7,450
82,coop,7,548
83,random,7,1128
84,tft,7,427
85,tft,7,484
86,random,7,1177
87,tft,7,716
88,random,7,1170
89,coop,7,387
90,tft,7,391
91,defect,7,1627
92,tft,7,441
93,random,7,1201
94,tft,7,404
95,coop,7,321
96,coop,7,405
97,coop,7,373
98,coop,7,364
99,tft,7,421
0,random,8,1318
1,coop,8,353
2,coop,8,373
3,coop,8,334
4,random,8,1337
5,coop,8,361
6,coop,8,372
7,coop,8,377
8,tft,8,404
9,defect,8,1642
10,defect,8,1817
11,tft,8,384
12,random,8,1306
13,random,8,1287
14,tft,8,451
15,random,8,1414
16,random,8,1297
17,tft,8,460
18,tft,8,392
19,random,8,1243
20,coop,8,366
21,tft,8,422
22,coop,8,364
23,random,8,1395
24,tft,8,412
25,tft,8,404
26,tft,8,414
27,coop,8,379
28,tft,8,390
29,tft,8,418
30,random,8,1306
31,tft,8,393
32,coop,8,366
33,coop,8,328
34,tft,8,376
35,tft,8,395
36,random,8,1240
37,tft,8,412
38,defect,8,1690
39,coop,8,355
40,coop,8,388
41,random,8,1238
42,random,8,1296
43,random,8,1250
44,coop,8,410
45,random,8,1293
46,coop,8,357
47,random,8,1230
48,tft,8,465
49,random,8,1258
50,tft,8,452
51,defect,8,1684
52,defect,8,1589
53,random,8,1350
54,tft,8,417
55,tft,8,468
56,coop,8,369
57,defect,8,1593
58,coop,8,365
59,coop,8,361
60,random,8,1308
61,tft,8,410
62,random,8,1401
63,coop,8,377
64,tft,8,456
65,random,8,1260
66,random,8,1396
67,defect,8,1633
68,coop,8,348
69,tft,8,401
70,random,8,1230
71,random,8,1190
72,random,8,1317
73,tft,8,412
74,coop,8,358
75,tft,8,424
76,tft,8,464
77,random,8,1309
78,coop,8,409
79,random,8,1256
80,tft,8,385
81,tft,8,450
82,coop,8,548
83,random,8,1226
84,tft,8,431
85,tft,8,484
86,random,8,1281
87,tft,8,716
88,random,8,1272
89,coop,8,387
90,tft,8,391
91,defect,8,1769
92,tft,8,441
93,random,8,1287
94,tft,8,412
95,coop,8,321
96,coop,8,405
97,coop,8,373
98,coop,8,364
99,tft,8,421
0,random,9,1428
1,coop,9,353
2,coop,9,373
3,coop,9,334
4,random,9,1413
5,coop,9,361
6,coop,9,372
7,coop,9,377
8,tft,9,404
9,defect,9,1774
10,defect,9,1953
11,tft,9,384
12,random,9,1384
13,random,9,1389
14,tft,9,451
15,random,9,1514
16,random,9,1381
17,tft,9,462
18,tft,9,392
19,random,9,1337
20,coop,9,366
21,tft,9,422
22,coop,9,364
23,random,9,1491
24,tft,9,412
25,tft,9,404
26,tft,9,416
27,coop,9,379
28,tft,9,390
29,tft,9,420
30,random,9,1380
31,tft,9,393
32,coop,9,366
33,coop,9,328
34,tft,9,376
35,tft,9,395
36,random,9,1324
37,tft,9,412
38,defect,9,1818
39,coop,9,355
40,coop,9,388
41,random,9,1316
42,random,9,1392
43,random,9,1364
44,coop,9,414
45,random,9,1397
46,coop,9,357
47,random,9,1304
48,tft,9,467
49,random,9,1372
50,tft,9,452
51,defect,9,1792
52,defect,9,1723
53,random,9,1424
54,tft,9,417
55,tft,9,468
56,coop,9,369
57,defect,9,1715
58,coop,9,365
59,coop,9,361
60,random,9,1402
61,tft,9,410
62,random,9,1493
63,coop,9,377
64,tft,9,456
65,random,9,1360
66,random,9,1504
67,defect,9,1737
68,coop,9,348
69,tft,9,401
70,random,9,1300
71,random,9,1262
72,random,9,1423
73,tft,9,412
74,coop,9,358
75,tft,9,424
76,tft,9,468
77,random,9,1403
78,coop,9,409
79,random,9,1360
80,tft,9,385
81,tft,9,450
82,coop,9,548
83,random,9,1302
84,tft,9,433
85,tft,9,484
86,random,9,1369
87,tft,9,716
88,random,9,1374
89,coop,9,387
90,tft,9,391
91,defect,9,1873
92,tft,9,441
93,random,9,1387
94,tft,9,414
95,coop,9,321
96,coop,9,405
97,coop,9,373
98,coop,9,364
99,tft,9,421
0,random,10,1502
1,coop,10,353
2,coop,10,373
3,coop,10,338
4,random,10,1489
5,coop,10,361
6,coop,10,372
7,coop,10,377
8,tft,10,404
9,defect,10,1894
10,defect,10,2089
11,tft,10,384
12,random,10,1462
13,random,10,1463
14,tft,10,451
15,random,10,1610
16,random,10,1461
17,tft,10,464
18,tft,10,392
19,random,10,1433
20,coop,10,366
21,tft,10,422
22,coop,10,364
23,random,10,1599
24,tft,10,412
25,tft,10,404
26,tft,10,418
27,coop,10,379
28,tft,10,390
29,tft,10,420
30,random,10,1448
31,tft,10,393
32,coop,10,366
33,coop,10,328
34,tft,10,376
35,tft,10,395
36,random,10,1426
37,tft,10,412
38,defect,10,1942
39,coop,10,359
40,coop,10,388
41,random,10,1404
42,random,10,1512
43,random,10,1464
44,coop,10,414
45,random,10,1495
46,coop,10,357
47,random,10,1378
48,tft,10,469
49,random,10,1480
50,tft,10,452
51,defect,10,1898
52,defect,10,1837
53,random,10,1516
54,tft,10,417
55,tft,10,468
56,coop,10,369
57,defect,10,1859
58,coop,10,365
59,coop,10,361
60,random,10,1482
61,tft,10,410
62,random,10,1603
63,coop,10,377
64,tft,10,456
65,random,10,1440
66,random,10,1570
67,defect,10,1873
68,coop,10,348
69,tft,10,401
70,random,10,1378
71,random,10,1338
72,random,10,1501
73,tft,10,412
74,coop,10,358
75,tft,10,424
76,tft,10,468
77,random,10,1509
78,coop,10,409
79,random,10,1452
80,tft,10,385
81,tft,10,450
82,coop,10,548
83,random,10,1386
84,tft,10,433
85,tft,10,484
86,random,10,1459
87,tft,10,716
88,random,10,1450
89,coop,10,387
90,tft,10,391
91,defect,10,1995
92,tft,10,441
93,random,10,1473
94,tft,10,418
95,coop,10,321
96,coop,10,405
97,coop,10,373
98,coop,10,364
99,tft,10,421
0,random,11,1590
1,coop,11,353
2,coop,11,373
3,coop,11,338
4,random,11,1555
5,coop,11,361
6,coop,11,372
7,coop,11,377
8,tft,11,404
9,defect,11,2012
10,defect,11,2229
11,tft,11,384
12,random,11,1562
13,random,11,1557
14,tft,11,451
15,random,11,1708
16,random,11,1547
17,tft,11,464
18,tft,11,392
19,random,11,1513
20,coop,11,366
21,tft,11,422
22,coop,11,364
23,random,11,1713
24,tft,11,412
25,tft,11,404
26,tft,11,420
27,coop,11,379
28,tft,11,390
29,tft,11,420
30,random,11,1526
31,tft,11,393
32,coop,11,366
33,coop,11,328
34,tft,11,376
35,tft,11,395
36,random,11,1500
37,tft,11,412
38,defect,11,2062
39,coop,11,363
40,coop,11,388
41,random,11,1494
42,random,11,1616
43,random,11,1560
44,coop,11,414
45,random,11,1573
46,coop,11,357
47,random,11,1460
48,tft,11,471
49,random,11,1570
50,tft,11,452
51,defect,11,2006
52,defect,11,1949
53,random,11,1598
54,tft,11,417
55,tft,11,468
56,coop,11,369
57,defect,11,1971
58,coop,11,365
59,coop,11,361
60,random,11,1544
61,tft,11,410
62,random,11,1709
63,coop,11,377
64,tft,11,456
65,random,11,1532
66,random,11,1668
67,defect,11,1971
68,coop,11,348
69,tft,11,401
70,random,11,1496
71,random,11,1424
72,random,11,1573
73,tft,11,412
74,coop,11,358
75,tft,11,424
76,tft,11,468
77,random,11,1601
78,coop,11,409
79,random,11,1546
80,tft,11,385
81,tft,11,450
82,coop,11,548
83,random,11,1478
84,tft,11,433
85,tft,11,484
86,random,11,1537
87,tft,11,716
88,random,11,1538
89,coop,11,387
90,tft,11,391
91,defect,11,2113
92,tft,11,441
93,random,11,1573
94,tft,11,420
95,coop,11,321
96,coop,11,405
97,coop,11,373
98,coop,11,364
99,tft,11,421
0,random,12,1672
1,coop,12,353
2,coop,12,373
3,coop,12,338
4,random,12,1643
5,coop,12,361
6,coop,12,372
7,coop,12,377
8,tft,12,404
9,defect,12,2138
10,defect,12,2367
11,tft,12,384
12,random,12,1652
13,random,12,1631
14,tft,12,451
15,random,12,1780
16,random,12,1635
17,tft,12,464
18,tft,12,392
19,random,12,1605
20,coop,12,366
21,tft,12,422
22,coop,12,364
23,random,12,1785
24,tft,12,412
25,tft,12,404
26,tft,12,420
27,coop,12,379
28,tft,12,390
29,tft,12,420
30,random,12,1600
31,tft,12,393
32,coop,12,366
33,coop,12,328
34,tft,12,376
35,tft,12,395
36,random,12,1584
37,tft,12,412
38,defect,12,2184
39,coop,12,367
40,coop,12,388
41,random,12,1590
42,random,12,1714
43,random,12,1646
44,coop,12,414
45,random,12,1659
46,coop,12,357
47,random,12,1568
48,tft,12,471
49,random,12,1688
50,tft,12,452
51,defect,12,2118
52,defect,12,2053
53,random,12,1700
54,tft,12,417
55,tft,12,468
56,coop,12,369
57,defect,12,2095
58,coop,12,365
59,coop,12,361
60,random,12,1634
61,tft,12,410
62,random,12,1815
63,coop,12,377
64,tft,12,456
65,random,12,1624
66,random,12,1758
67,defect,12,2101
68,coop,12,348
69,tft,12,401
70,random,12,1578
71,random,12,1508
72,random,12,1665
73,tft,12,412
74,coop,12,358
75,tft,12,424
76,tft,12,468
77,random,12,1693
78,coop,12,409
79,random,12,1630
80,tft,12,385
81,tft,12,450
82,coop,12,548
83,random,12,1570
84,tft,12,433
85,tft,12,484
86,random,12,1623
87,tft,12,716
88,random,12,1606
89,coop,12,387
90,tft,12,391
91,defect,12,2239
92,tft,12,441
93,random,12,1651
94,tft,12,420
95,coop,12,321
96,coop,12,405
97,coop,12,373
98,coop,12,364
99,tft,12,421
0,random,13,1750
1,coop,13,353
2,coop,13,373
3,coop,13,338
4,random,13,1717
5,coop,13,361
6,coop,13,372
7,coop,13,377
8,tft,13,404
9,defect,13,2248
10,defect,13,2495
11,tft,13,384
12,random,13,1738
13,random,13,1719
14,tft,13,451
15,random,13,1898
16,random,13,1729
17,tft,13,464
18,tft,13,392
19,random,13,1695
20,coop,13,366
21,tft,13,422
22,coop,13,364
23,random,13,1901
24,tft,13,412
25,tft,13,404
26,tft,13,420
27,coop,13,379
28,tft,13,390
29,tft,13,420
30,random,13,1692
31,tft,13,393
32,coop,13,366
33,coop,13,328
34,tft,13,376
35,tft,13,395
36,random,13,1666
37,tft,13,412
38,defect,13,2310
39,coop,13,367
40,coop,13,388
41,random,13,1678
42,random,13,1804
43,random,13,1726
44,coop,13,414
45,random,13,1753
46,coop,13,357
47,random,13,1634
48,tft,13,471
49,random,13,1774
50,tft,13,452
51,defect,13,2226
52,defect,13,2165
53,random,13,1802
54,tft,13,417
55,tft,13,468
56,coop,13,369
57,defect,13,2231
58,coop,13,365
59,coop,13,361
60,random,13,1710
61,tft,13,410
62,random,13,1919
63,coop,13,377
64,tft,13,456
65,random,13,1690
66,random,13,1832
67,defect,13,2207
68,coop,13,348
69,tft,13,401
70,random,13,1660
71,random,13,1598
72,random,13,1755
73,tft,13,412
74,coop,13,358
75,tft,13,424
76,tft,13,468
77,random,13,1785
78,coop,13,409
79,random,13,1720
80,tft,13,385
81,tft,13,450
82,coop,13,548
83,random,13,1674
84,tft,13,433
85,tft,13,484
86,random,13,1709
87,tft,13,716
88,random,13,1690
89,coop,13,387
90,tft,13,391
91,defect,13,2357
92,tft,13,441
93,random,13,1737
94,tft,13,420
95,coop,13,321
96,coop,13,405
97,coop,13,373
98,coop,13,364
99,tft,13,421
0,random,14,1848
1,coop,14,353
2,coop,14,373
3,coop,14,338
4,random,14,1809
5,coop,14,361
6,coop,14,372
7,coop,14,377
8,tft,14,404
9,defect,14,2358
10,defect,14,2637
11,tft,14,384
12,random,14,1824
13,random,14,1803
14,tft,14,451
15,random,14,1982
16,random,14,1805
17,tft,14,464
18,tft,14,392
19,random,14,1797
20,coop,14,366
21,tft,14,422
22,coop,14,364
23,random,14,1999
24,tft,14,412
25,tft,14,404
26,tft,14,420
27,coop,14,379
28,tft,14,390
29,tft,14,420
30,random,14,1780
31,tft,14,393
32,coop,14,366
33,coop,14,328
34,tft,14,376
35,tft,14,395
36,random,14,1740
37,tft,14,412
38,defect,14,2428
39,coop,14,367
40,coop,14,388
41,random,14,1752
42,random,14,1876
43,random,14,1802
44,coop,14,414
45,random,14,1857
46,coop,14,357
47,random,14,1716
48,tft,14,471
49,random,14,1890
50,tft,14,452
51,defect,14,2336
52,defect,14,2271
53,random,14,1870
54,tft,14,417
55,tft,14,468
56,coop,14,369
57,defect,14,2351
58,coop,14,365
59,coop,14,361
60,random,14,1786
61,tft,14,410
62,random,14,2019
63,coop,14,377
64,tft,14,456
65,random,14,1772
66,random,14,1934
67,defect,14,2329
68,coop,14,348
69,tft,14,401
70,random,14,1740
71,random,14,1678
72,random,14,1835
73,tft,14,412
74,coop,14,358
75,tft,14,424
76,tft,14,468
77,random,14,1877
78,coop,14,409
79,random,14,1806
80,tft,14,385
81,tft,14,450
82,coop,14,548
83,random,14,1762
84,tft,14,433
85,tft,14,484
86,random,14,1813
87,tft,14,716
88,random,14,1768
89,coop,14,387
90,tft,14,391
91,defect,14,2479
92,tft,14,441
93,random,14,1817
94,tft,14,420
95,coop,14,321
96,coop,14,405
97,coop,14,373
98,coop,14,364
99,tft,14,421
0,random,15,1936
1,coop,15,353
2,coop,15,373
3,coop,15,338
4,random,15,1889
5,coop,15,361
6,coop,15,372
7,coop,15,377
8,tft,15,404
9,defect,15,2464
10,defect,15,2759
11,tft,15,384
12,random,15,1906
13,random,15,1907
14,tft,15,451
15,random,15,2068
16,random,15,1899
17,tft,15,464
18,tft,15,392
19,random,15,1903
20,coop,15,366
21,tft,15,422
22,coop,15,364
23,random,15,2109
24,tft,15,412
25,tft,15,404
26,tft,15,420
27,coop,15,379
28,tft,15,390
29,tft,15,420
30,random,15,1856
31,tft,15,393
32,coop,15,366
33,coop,15,328
34,tft,15,376
35,tft,15,395
36,random,15,1828
37,tft,15,412
38,defect,15,2546
39,coop,15,367
40,coop,15,388
41,random,15,1846
42,random,15,1954
43,random,15,1876
44,coop,15,414
45,random,15,1937
46,coop,15,357
47,random,15,1794
48,tft,15,471
49,random,15,1996
50,tft,15,452
51,defect,15,2434
52,defect,15,2391
53,random,15,1938
54,tft,15,417
55,tft,15,468
56,coop,15,369
57,defect,15,2495
58,coop,15,365
59,coop,15,361
